date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
22-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-02-2023,Kerala,Thrissur,1,PM2.5,153,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-02-2023,Kerala,Thrissur,1,PM2.5,152,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-02-2023,Kerala,Thrissur,1,PM2.5,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-02-2023,Kerala,Thrissur,1,PM10,125,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-02-2023,Kerala,Thrissur,1,PM10,139,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-02-2023,Kerala,Thrissur,1,PM10,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-02-2023,Kerala,Thrissur,1,PM10,142,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-02-2023,Kerala,Thrissur,1,PM10,138,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-02-2023,Kerala,Thrissur,1,PM10,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-02-2023,Kerala,Thrissur,1,PM10,138,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-02-2023,Kerala,Thrissur,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-02-2023,Kerala,Thrissur,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-02-2023,Kerala,Thrissur,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-02-2023,Kerala,Thrissur,1,PM2.5,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-02-2023,Kerala,Thrissur,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-02-2023,Kerala,Thrissur,1,PM10,133,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-02-2023,Kerala,Thrissur,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-01-2023,Kerala,Thrissur,1,PM10,122,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-01-2023,Kerala,Thrissur,1,PM10,132,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-01-2023,Kerala,Thrissur,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-01-2023,Kerala,Thrissur,1,PM10,128,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-01-2023,Kerala,Thrissur,1,PM10,130,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-01-2023,Kerala,Thrissur,1,PM2.5,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-01-2023,Kerala,Thrissur,1,PM2.5,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-01-2023,Kerala,Thrissur,1,PM10,120,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-01-2023,Kerala,Thrissur,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-01-2023,Kerala,Thrissur,1,PM2.5,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-01-2023,Kerala,Thrissur,1,PM2.5,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-01-2023,Kerala,Thrissur,1,PM2.5,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-01-2023,Kerala,Thrissur,1,PM2.5,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-01-2023,Kerala,Thrissur,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-01-2023,Kerala,Thrissur,1,PM2.5,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-01-2023,Kerala,Thrissur,1,PM10,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-01-2023,Kerala,Thrissur,1,PM10,139,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-01-2023,Kerala,Thrissur,1,PM10,112,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-01-2023,Kerala,Thrissur,1,PM10,135,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-01-2023,Kerala,Thrissur,1,PM10,181,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-01-2023,Kerala,Thrissur,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-01-2023,Kerala,Thrissur,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-01-2023,Kerala,Thrissur,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-01-2023,Kerala,Thrissur,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-01-2023,Kerala,Thrissur,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-01-2023,Kerala,Thrissur,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-01-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-12-2022,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-12-2022,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-12-2022,Kerala,Thrissur,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-12-2022,Kerala,Thrissur,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-12-2022,Kerala,Thrissur,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-12-2022,Kerala,Thrissur,1,PM10,125,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-12-2022,Kerala,Thrissur,1,PM10,112,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-12-2022,Kerala,Thrissur,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-12-2022,Kerala,Thrissur,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-12-2022,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-12-2022,Kerala,Thrissur,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2022,Kerala,Thrissur,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-12-2022,Kerala,Thrissur,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Thrissur,1,O3,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Thrissur,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Thrissur,1,PM2.5,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Thrissur,1,PM2.5,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-11-2022,Kerala,Thrissur,1,PM2.5,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Thrissur,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Thrissur,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-10-2022,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-10-2022,Kerala,Thrissur,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2022,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2022,Kerala,Thrissur,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2022,Kerala,Thrissur,1,PM2.5,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2022,Kerala,Thrissur,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2022,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2022,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2022,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2022,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2022,Kerala,Thrissur,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2022,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2022,Kerala,Thrissur,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2022,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2022,Kerala,Thrissur,1,O3,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-08-2022,Kerala,Thrissur,1,PM2.5,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2022,Kerala,Thrissur,1,PM2.5,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2022,Kerala,Thrissur,1,PM2.5,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2022,Kerala,Thrissur,1,PM2.5,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2022,Kerala,Thrissur,1,O3,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2022,Kerala,Thrissur,1,PM2.5,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2022,Kerala,Thrissur,1,PM2.5,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2022,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2022,Kerala,Thrissur,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2022,Kerala,Thrissur,1,O3,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2022,Kerala,Thrissur,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2022,Kerala,Thrissur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2022,Kerala,Thrissur,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2022,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2022,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2022,Kerala,Thrissur,1,O3,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2022,Kerala,Thrissur,1,NO2,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2022,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2022,Kerala,Thrissur,1,NO2,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2022,Kerala,Thrissur,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2022,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2022,Kerala,Thrissur,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2022,Kerala,Thrissur,1,O3,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2022,Kerala,Thrissur,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-07-2022,Kerala,Thrissur,1,PM10,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-07-2022,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-07-2022,Kerala,Thrissur,1,PM2.5,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-07-2022,Kerala,Thrissur,1,O3,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-07-2022,Kerala,Thrissur,1,O3,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-07-2022,Kerala,Thrissur,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-07-2022,Kerala,Thrissur,1,O3,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-06-2022,Kerala,Thrissur,1,O3,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-06-2022,Kerala,Thrissur,1,O3,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2022,Kerala,Thrissur,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-06-2022,Kerala,Thrissur,1,O3,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2022,Kerala,Thrissur,1,PM2.5,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-06-2022,Kerala,Thrissur,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-06-2022,Kerala,Thrissur,1,PM2.5,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-06-2022,Kerala,Thrissur,1,NO2,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-06-2022,Kerala,Thrissur,1,O3,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-06-2022,Kerala,Thrissur,1,PM2.5,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-05-2022,Kerala,Thrissur,1,O3,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-05-2022,Kerala,Thrissur,1,PM2.5,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-05-2022,Kerala,Thrissur,1,PM2.5,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-05-2022,Kerala,Thrissur,1,PM2.5,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-05-2022,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-05-2022,Kerala,Thrissur,1,PM2.5,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-05-2022,Kerala,Thrissur,1,O3,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-05-2022,Kerala,Thrissur,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-05-2022,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-05-2022,Kerala,Thrissur,1,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-05-2022,Kerala,Thrissur,1,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-05-2022,Kerala,Thrissur,1,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-05-2022,Kerala,Thrissur,1,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-05-2022,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2022,Kerala,Thrissur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2022,Kerala,Thrissur,1,PM2.5,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2022,Kerala,Thrissur,1,PM2.5,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-04-2022,Kerala,Thrissur,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2022,Kerala,Thrissur,1,PM2.5,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-04-2022,Kerala,Thrissur,1,PM2.5,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2022,Kerala,Thrissur,1,PM2.5,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2022,Kerala,Thrissur,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-04-2022,Kerala,Thrissur,1,PM2.5,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-04-2022,Kerala,Thrissur,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-04-2022,Kerala,Thrissur,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-04-2022,Kerala,Thrissur,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-04-2022,Kerala,Thrissur,1,PM2.5,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-04-2022,Kerala,Thrissur,1,PM2.5,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-04-2022,Kerala,Thrissur,1,PM2.5,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-04-2022,Kerala,Thrissur,1,PM2.5,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-04-2022,Kerala,Thrissur,1,PM2.5,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
